# English method dictionary: word<TAB>Traditional Chinese candidate
# Generated from MCK-compatible English keys; project choices may override ambiguous mappings.
aardvark	土豬
prior	事先
priority	先後
prism	稜臺
prison	大獄
prisoner	係囚
privacy	私隱
private	私有
privately	背地風
privatelyowned	私營
privatization	民營化
privilege	特權
privileged	特權
privy	溷
prize	獎品
prizewinning	獲獎
proactive	主動
probability	可能
probable	可能
probably	大概
probation	緩刑
probe	研求
problem	問題
procedure	程序
procedures	程序
process	提煉
processing	加工
procession	行列
processor	處理器
proclaim	聲稱
procrastinate	因循
procrastinating	拖沓
procrastination	拖延
procurator	檢控官
procuratorate	檢察院
procure	促成
procuress	鴇
prod	戳
prodigal	敗家子
produce	生成
produced	生成
producer	製作者
product	產物
production	生產
productivity	生產率
products	用品
profane	世俗
profanity	髒話
profess	自稱
profession	自由職業
professional	專業
professor	教授
proficient	精通
profile	小傳
profit	成果
profitable	有利可圖
profiteer	倒把
profits	利潤
profligate	愓
profound	高深
profoundly	深奧
profuse	苞
progesterone	孕激素
program	程式
programmable	可編程
programmer	程序員
programming	設計程式
progress	進行
progressive	與時俱進
progressively	逐步
prohibit	不准
prohibition	禁制令
project	工程
projection	投射
projector	投影機
prokaryote	原核生物
prolactin	催乳激素
proletariat	無產者
proliferation	擴散
prolific	多產
prologue	序幕
prolong	延長
prominent	突出
promiscuous	淫亂
promise	應許
promising	有為
promote	有助於
promoted	陞
promoter	啟動子
promotion	加官
prompt	提示
promptly	及時
promulgate	傳檄
prong	叉
pronoun	代名詞
pronounce	發音
pronounceability	可讀音性
pronounced	明言
pronouncement	聲言
pronunciation	發音
proof	論證
proofread	檢校
prop	拄
propaganda	宣傳
propagate	傳種
propane	丙烷
propanol	丙醇
propel	驅動
propeller	螺旋槳
proper	得中
property	資產
prophecy	預言
prophet	先知
propitiate	勸解
propitious	吉利
proponent	提倡者
proportion	比重
proposal	提議
propose	提請
proposer	發起人
proposition	主張
proprietary	其自身
proprietor	所有者
propriety	分寸
propulsion	動力
propup	撐
propyl	丙
prose	散文
prosecute	追訴
prosecutor	起訴員
prospect	前景
prospective	有希望
prospects	前途
prospectus	招股說明書
prosper	興旺
prosperity	興旺
prosperous	興旺
prostaglandin	前列腺素
prostate	前列腺
prostatitis	前列腺炎
prostitute	煙花粉黛
prostitution	性工作
prostrate	伏
protagonist	局中人
protect	保護
protection	庥
protectionism	保護主義
protector	保護者
protectorate	保護國
protein	蛋白
protest	反對
protestant	新教
protester	示威者
prothrombin	凝血脢原
protist	原生生物
protium	氕
protocol	協定
protofilament	原纖維
protoplasm	原生質
prototype	樣機
protractor	量角器
protrude	突出
protruding	凸起
protrusion	稜角
proud	洋洋得意
proudly	得意洋洋
prove	證實
proverb	俗話
provide	提供
providence	上天
provider	提供者
province	省份
provincialism	鄉下習氣
provision	規定
provisional	暫時
provisions	食品
proviso	但書
provocation	觸怒
provocative	挑逗性
provoke	使憤怒
prudence	戒慎
prudent	不含糊
prune	修剪
prunes	乾梅子
pry	比唔上
pseudo	似
pseudoaffixation	假詞疊詞
pseudocode	偽代碼
pseudoginseng	田七
pseudonym	化名
pseudoscience	偽科學
psilocybin	西洛賽賓
psoriasis	牛皮癬
pstn	公用交換電話網
psychedelic	迷幻藥
psychiatry	精神病學
psychoanalysis	精神分析
psychological	心理
psychologically	心理上
psychologist	心理學家
psychology	心理
psychosis	精神病
pub	酒吧
puberty	發育期
public	大眾
publication	成書
publications	出版物
publicize	公開化
publicly	公然
publish	出版
publisher	出版者
puccini	普契尼
puck	冰球
pucker	摺皺
pudding	布丁
pudenda	女陰
pudgy	矮墩墩
puff	一吹
puffed	泡
pull	拖掛
pulling	拖帶
pulp	果肉
pulsar	脈沖星
pulsate	搏動
pulsation	博動
pulse	心跳
pulvini	葉枕
pump	打氣
pumpkin	南瓜
punch	拳打
punchbag	出氣筒
punctilious	拘禮
punctillious	分星掰兩
punctual	如期
punctuate	標點
punctuation	標點
puncture	穿刺
pungent	濃香
punish	處分
punished	受懲罰
punishment	刑罰
punitive	懲罰性
pup	小狗
pupa	蛹
pupate	蛻皮
pupil	眹
puppet	木偶
puppy	小狗
purchase	買進
purchaser	購買者
pure	清白
purebred	純種
purely	純粹
purex	普雷克斯流程
purgatory	煉獄
purge	清洗
purify	提純
purine	嘌呤
puritan	清教徒
purity	清潔
purple	紫色
purplered	絳
purport	旨
purpose	用意
purposefully	有心
purse	錢包
pursue	追求
pursuit	追求
pus	膿
push	推
pushup	俯臥撐
pustule	膿泡
put	放置
putian	湄洲島
putrid	腐臭
puttee	綁腿
puzzle	迷惑
puzzled	迷瞪
pvc	永久虛電路
pygmy	俾格米
pyramid	金字塔
pyrexia	熱病
pyrimidine	嘧啶
pyrite	黃鐵礦
pyroxene	輝石
pythagoras	畢達哥拉斯
python	巨蟒
qaghan	可汗
qatar	卡塔爾
qidan	契丹
qingdao	青島市
qinghaosu	青蒿素
qos	提佢
qq	打手
quack	江湖醫生
quadrilateral	四邊形
quadriped	走獸
quadruped	獸
quail	鵪鶉
quaint	離奇有趣
quaker	桂格
qualcomm	高通公司
qualifications	資格
qualified	合格
qualify	中式
quality	檔次
quantity	數量
quantum	量子
quanzhou	泉州市
quarantine	隔離
quarrel	是非
quarrelsome	喜歡吵架
quarry	採石場
quart	呏
quartered	紮營
quartet	四重奏
quartic	四次
quartz	石英
quasar	類星體
quasiregular	半規則
quaver	八分音符
quay	埠
queasy	噁
quebec	魁北克
queen	女王
queer	不對
quell	鎮壓
quench	解渴
querulous	嘵
query	質問
quest	求索
question	問題
queue	排隊
quibble	狡辯
quick	迅速
quickfreeze	速凍
quicklime	生石灰
quickly	很快
quicksilver	水銀
quickwitted	機智
quiet	文靜
quietly	輕聲
quill	羽莖
quilt	被子
quince	桲
quinine	奎寧
quintessence	精華
quit	不干
quite	比較
quiver	哆
quiz	問答比賽
quorum	定額組
quota	定額
quotation	語錄
quote	報價
quotient	商
quran	古蘭經
rabbi	拉比
rabbit	兔子
rabies	狂犬病
raccoon	浣熊
race	比賽
racetrack	賽場
rachmaninoff	拉赫曼尼諾夫
rachmaninov	拉赫曼尼諾夫
racism	種族主義
rack	網架
racket	球拍
radar	雷達
radial	逕向
radian	弧度
radiance	光彩
radiant	暉
radiate	放射
radiation	輻射
radiator	暖氣機
radical	部首
radicals	激進份子
radio	無線電
radioactive	放射
radioactivity	放射性活度
radioimmunoassay	放射免疫測定
radioisotope	放射性同位素
radiology	放射學
radiolysis	輻射分解
radiometer	輻射計
radionuclide	放射性核素
radiophosphor	放射性發光材料
radiosensitivity	輻射敏感性
radish	蘿
radius	半徑
rae	唔明添
rafah	拉法赫
raft	棑
rafter	梁木
rafters	樑架
rafts	屋簷
rag	破布
rage	激盪
ragged	參差
raging	熊熊
raid	進襲
rail	路軌
railing	欄杆
railings	圍欄
railroad	鐵路
railway	鐵路
rain	雨
rainbow	彩虹
raincoat	雨衣
raindrop	雨點
rainfall	雨量
rainforest	雨林
raining	下雨
rainstorm	暴風雨
rainwater	涔
rainy	下雨
raise	提到
raisin	葡萄乾兒
rake	扒
rally	感召
ram	撞擊
ramallah	拉姆安拉
ramble	漫步
ramen	拉麵
ramie	苧麻
ramify	分支
rampage	橫行
rampant	猖獗
rampart	壁壘
ran	叫門
ranch	大農場
rancid	餿
rancor	冤仇
random	任意
randomly	偶然
range	射程
rank	身分
ranking	排行
ranks	隊伍
ransom	贖金
rant	大喊大叫
ranting	氣粗
ranunculus	茛
rap	呆晒
rapacious	貪慾
rape	強姦
rapeseed	油菜籽
raphael	拉斐爾
rapid	快速
rapidfire	速射
rapidly	一頭
rapids	瀧
rapist	色狼
rapport	配合
rapt	狂喜
rapture	全神灌注
rare	不可多得
rarely	稀少
rarity	異物
rascal	小淘氣
rash	蠻干
rashly	輕易
raspberry	山莓
raspy	沙
raster	掃描
rat	路易斯
rate	比率
ratemeter	計數率儀
rather	有一些
ratify	追認
ratings	收視率
ratio	比值
ration	定量
rational	理性
rationalism	理性主義
rationality	理性
rattan	藤
rattle	發嘎嘎聲
rattledrum	撥浪鼓
raucous	粗啞
ravage	摧殘
rave	怒吼
raven	烏鴉
ravine	深谷
raw	無經驗
ray	光纖
rayon	人造絲
raze	夷
razor	剃刀
rca	踏錯
re	吹水
reach	到達
react	反應
reactance	電抗
reaction	感應
reactionaries	反動份子
reactionary	反動
reactivator	重活化劑
reactor	反應堆
read	看書
reader	讀本
readily	不加思索
reading	閱讀
ready	就緒
reaffirm	重申
reagent	試劑
real	現實
realgar	雄黃
realism	現實主義
realistic	切實
reality	現實
realization	體認
realize	實現
really	的確
realm	天下
reap	收割
reaper	收割者
reappear	再出現
rear	後面
rearguard	後備軍
rearrange	改編
reason	人情
reasonable	有道理
reasoning	思路
reassess	重新評價
reassure	再保證
reassuring	寬心
rebate	貼現
rebel	反抗者
rebellion	暴動
rebellious	悖
rebels	亂民
rebirth	重生
reboot	重新啟動
rebound	反彈
rebuff	回絕
rebuild	改建
rebuilding	重建
rebuke	責怪
rebuttal	反證
recalcitrant	婼
recall	想起
recapture	收復
receipt	接到
receipts	進賬
receive	得到
receiver	接收機
recent	最近
recently	最近
receptacle	容器
reception	招待
receptionist	接待員
receptor	受體
recess	休惜
recession	不景氣
rechecking	復查
recidivist	累犯
recipe	食譜
recipient	接受者
reciprocal	互惠
reciprocate	回報
reciprocation	回報
reciprocity	對等
recite	背誦
reckless	不顧一切
recklessly	胡亂
reckon	思量
reckoning	計數
recline	橫臥
recluse	隱君子
recognise	認出
recognition	認出
recognize	作準
recoil	後退
recollect	回想
recollection	回憶
recollections	追述
recombine	重組
recommend	建議
recommendation	建議
recompense	報償
reconcile	和好
reconciled	熨
reconnaissance	勘察
reconnoiter	勘查
reconsider	覆覈
reconstruct	再造
reconstruction	重建
record	著錄
recordbreaking	創紀錄
recorder	記錄員
records	案卷
recount	詳述
recover	出貨
recovery	重獲
recreate	再現
recreation	消遣
recruit	新成員
recruiter	招聘者
recruitment	徵兵
recrystalize	重結晶
rectangle	長方形
rectification	矯正
rectify	整頓
rector	牧師
recuperate	調理
recurrent	循環性
recycle	再造
red	唔清楚
redbreast	知更鳥
redden	變紅
reddish	帶紅色
redeem	清償
redeemer	救贖主
redfaced	臉紅
redirect	重定向
redo	唔清楚
redouble	倍增
reduce	精簡
redundancy	冗餘
redundant	冗餘
reed	噴水池
reeds	蘆荻
reef	礁石
reel	轉輪
reelect	改選
reelection	改選
reenters	再入
reevaluate	重評
reexamination	復查
reexamine	復審
refer	參考
referee	裁判
reference	關於
referendum	全民公決
referral	引薦
refill	補充
refine	提取
refined	文雅
refinement	精美
refinery	石化廠
reflect	體現
reflection	回聲
reflections	感想
reflectivity	反照率
reflector	反光鏡
reflux	退潮
reforest	綠化
reform	再造
reformatory	感化院
reformer	改革者
refraction	折光
refrain	忍得住
refreshed	爽快
refreshment	身心爽快
refreshments	小吃
refrigerant	致冷劑
refrigeration	冷藏
refrigerator	電冰箱
refuel	加油
refuge	避難
refugee	難民
refund	退款
refurbish	改建
refuse	廢物
refutable	可推翻
refutation	駁辭
refute	反駁
regain	收回
regal	帝王
regard	看待
regarding	對於
regenerate	再生
regent	攝政
reggae	雷鬼
regime	統治
regiment	一團
region	一帶
regional	地區
regionalism	地方主義
register	名冊
registers	簿籍
registrar	登記員
regress	回歸
regression	回視
regret	後悔
regretful	悵
regrettably	很遺憾
regular	有規則
regularity	規則性
regularly	定期
regulate	調節
regulation	管制
regulations	章程
regulator	調節器
rehabilate	恢復
rehabilitation	復健
rehearing	再審
rehearsal	排練
rehearse	排練
reimburse	償還
rein	韁繩
reincarnate	輪迴
reincarnation	轉生
reindeer	馴鹿
reinforce	加強
reinforcement	援兵
reins	韁
reinspection	復查
reinstate	恢復
reinvestigate	重審
reissue	再發
reiterate	重申
reject	報廢
rejoice	開心
rejuvenate	復興
rejuvenated	爽快
relate	有關連
related	有緣
relation	關係
relationship	關係
relative	有關
relatively	比較
relatives	親眷
relax	和緩
relaxation	休閒
relaxed	輕快
relay	中繼
release	發布
relegate	貶謫
relent	同情
relentless	不輟
relevance	相關
relevant	相應
reliability	可信度
reliable	可靠
reliance	賴
relief	地勢
relieve	解脫
relieved	釋然
religion	信仰
relinquish	棄
relish	美味
reload	重新裝上
relocate	轉移安置
reluctant	勉強
remain	留下
remainder	其余
remaining	其余
remains	殘骸
remark	評註
remarkable	不平常
remarkably	不平常
remarks	備中
remarry	再婚
remedy	補救
remember	想起來
remind	提醒
reminder	提示
reminisce	懷念
remiss	懈怠
remit	匯寄
remittance	匯劃
remnant	遺物
remnants	陳貨
remodel	重塑
remorse	追悔
remote	遠程
remove	去除
remuneration	報酬
rend	烈
render	呈送
renegade	逆賊
renege	反嘴
renew	更新
renminbi	人民幣
rennes	雷恩
renounce	放棄
renovate	更新
renown	名望
renowned	大明鼎鼎
rent	出租
rentacrowd	呼朋引類
reoccur	再發生
reopen	重開
reorganize	重組
repair	重修
reparations	賠款
repartee	對口
repast	餐飲
repatriate	遣送
repay	報答
repeal	廢除
repeat	中繼
repeated	連串
repeatedly	不住
repeater	中繼器
repel	排斥
repent	後悔
repentance	悔改
repercussions	反響
repetition	重
repetitious	頻
repetitive	重覆性
replace	交替
replacement	代謝
replant	補種
replenish	補充
replete	充溢
replica	複製品
reply	應對
report	報道
reportedly	據說
reporter	記者
repose	酒宴
reposition	轉移陣地
represent	代表
representation	表徵
representative	代表
repress	挫
repression	壓抑
reprimand	切責
reprint	重印
reproach	叱責
reproduce	生殖
reproduction	複製品
reproof	非難
reprove	諍言
reptile	爬行動物
reptiles	爬行類
republic	共和
republican	共和政體
repulse	逐退
repulsive	可惡
repurchase	買回
reputation	信譽
repute	名氣
request	要求
require	要有
required	所需
requirement	要求
requite	報答
rescue	全活
research	研究
researcher	研究者
reseed	補種
resell	轉手
resemblance	相似
resemble	相似
resembling	肖
resent	惡氣
resentful	不平
resentment	憤慨
reservation	預約
reservations	保留
reserve	後備
reserved	拘謹
reserves	存量
reservoir	水庫
reside	居住
residence	住處
resident	常駐
residue	殘餘
resign	辭去
resin	樹脂
resist	對抗
resistance	抗性
resistant	耐
resistible	可抵抗
resistor	電阻器
resolute	剛毅
resolutely	毅然
resolution	心志
resolve	了卻
resonance	共振
resonant	洪亮
resort	娛樂場
resound	回蕩
resounding	響亮
resource	資源
resourceful	機智
resources	資
resow	補種
respect	方面
respectable	可尊敬
respected	尊貴
respectful	表示敬意
respective	個別
respectively	分別
respiration	呼吸
respire	呼吸
resplendent	燦
respond	回應
response	應對
responsibility	事權
responsible	有責任
rest	其餘
restart	重新啟動
restaurant	酒家
restful	安生
restitution	復原
restless	不安
restlessness	風波
restoration	修復
restore	整治
restrain	按捺
restrained	拘牽
restraint	克制
restrict	制約
restricted	迫於
restriction	限制
restroom	洗手間
restructuring	再造
result	成果
results	績效
resume	總結
resurrection	復活
retail	零售
retain	保有
retake	再取
retaliate	還手
retaliation	回報
retard	減低速度
retarded	智障
retching	反胃
retell	傳述
reticent	沉默寡言
retina	視網膜
retinue	人從
retire	收回
retort	還口
retreat	後退
retribution	報應
retrieval	檢索
retrieve	檢索
retrogress	落後
retrogressive	開倒車
retrospective	回眸
retrovirus	反轉錄病毒
return	發回
returnees	歸僑
reunification	重新統一
reunite	團聚
reuse	再用
revaluation	重估
revamp	重修
reveal	表露
revelation	啟示
revelator	啟示者
revenge	報復
revenue	收入
reverberate	回蕩
reverberating	高亢
revere	尊敬
reverent	虔敬
reverently	恪慎
reversability	可逆性
reversal	轉回
reverse	反轉
reversible	可逆
revert	歸還
revetment	駁岸
review	點兵
reviewer	評論家
revile	辱罵
revise	新修
revised	新修
revision	校訂
revisionism	修正主義
revive	復興
revoke	收回
revolt	起義
revolution	公轉
revolutionary	紅色
revolve	運轉
revolver	左輪手槍
revulsion	嫌惡
reward	報酬
rewind	回轉
reword	點竄
rework	再造
rex	別注版
rf	路燈
rheology	流變學
rhetoric	文飾
rheumatism	風濕
rhinitis	鼻炎
rhinoceros	犀牛
rhizoma	根莖
rhizome	根莖
rhodacene	菉
rhombus	菱形
rhubarb	大黃
rhyme	韻母
rhythm	節奏
rib	路肩
ribbed	羅緞
ribbon	絲帶
ribcage	脊肋
ribose	核糖
ribosome	核糖體
ribs	骨子
rice	大米
rich	有錢
riches	財富
richmond	裡士滿
ricin	蓖麻毒素
rickets	佝
rickshaw	人力車
ricochet	跳彈
rid	吸塵機
riddle	謎語
ride	乘
ridge	岡
ridgepole	棟樑
ridicule	戲謔
ridiculous	好笑
riffraff	地痞
rifle	來福槍
rift	裂罅
rig	單座
right	不錯
rightdeviation	右傾
righteous	正義
righteousness	大義
rightful	法定
righthand	右手
rightwards	向右
rigid	直殭
rigidity	剛性
rigorous	嚴格
rim	路福西
ring	電話響聲
ringing	電話鈴聲
ringleader	頭目
ringshaped	環形
ringtone	鈴聲
ringworm	癬
rinse	洗滌
riot	暴亂
rip	只能
ripe	成熟
ripple	微波
ripples	瀁
rippling	潎
rise	上升
rising	新興
risk	風險
rite	呢度
rites	儀
rival	對敵者
rivaldo	裡瓦爾多
river	水流
riverbed	河床
riverbend	汭
rivers	江河
riverside	河岸
rivet	使固定
riveter	鉚工
riveting	鉚
rivulet	河濱
rmb	人民幣
rmon	遠程監控
road	道路
roadblock	路障
roadside	路邊
roam	流浪
roar	跌停板
roast	燒烤
roasted	碳碚
rob	行劫
robbed	受害
robber	強盜
robbers	盜賊
robbery	搶劫案
robe	外袍
robin	知更鳥
robot	機器人
robotic	機械式
robust	強壯
robustness	魯棒性
rochester	羅切斯特
rock	石塊
rockefeller	洛克菲勒
rocket	飛馳
rockslide	滑坡
rocky	嵬
rod	只係想
rode	跌停板
roe	呢個激
roebuck	獐
roger	羅傑
rogers	羅傑斯
rogue	流氓
role	任務
roll	翻滾
roller	滾筒
rolling	轟隆
rolypoly	不倒翁
rom	呢個正
romance	愛情
romania	羅馬尼亞
romanization	羅馬化
romantic	風流
romanticism	浪漫主義
romany	吉普塞人
rome	羅馬
ron	呢隻色
ronaldo	羅納爾多
roof	只會係
room	呢個年頭
roommate	同房
roost	栖
rooster	公雞
root	叫佢食蕉
rope	呢個情況
ropeway	索道
rose	月季
rosebud	薔薇花蕾
rosemary	迷迭香
rosin	松香
ross	單人匹馬
rostock	羅斯托克
rostov	羅斯托夫
rostrum	主席臺
rosy	透紅
rot	呢位
rotate	轉動
rotation	自轉
rotor	轉子
rotproof	防腐
rotten	腐敗
rouge	胭脂
rough	大概
roughly	大概
roulette	輪盤
round	球形
roundabout	迂曲
roundworm	蛔
rouse	叫醒
rousing	令人振奮
rousong	肉鬆
route	路線
routed	潰敗
router	路由器
routine	日常工作
rove	漂泊
rover	流浪者
row	一排
roy	只係話
royal	皇家
royalists	保皇黨
royalty	王權
rub	哭崩
rubber	橡皮
rubbish	廢話
rubble	瓦礫
rubella	德國麻疹
ruby	紅寶石
rucksack	背包
rudd	赤睛魚
rudder	舵
rude	不客氣
rudely	無禮
rue	嚴峻
ruffian	強梁
rug	地毯
rugby	橄欖球
rugged	結實
ruin	敗壞
ruined	破敗
ruins	陳跡
rule	天下
ruler	主宰者
rules	章程
ruling	裁定
rum	甜酒
rumba	倫巴
rumble	隆隆
ruminant	反芻動物
ruminate	反芻
rummage	翻騰
rumor	風聲
rump	跟你一世
run	經營
runaway	逃離
runner	根莖
runnerup	亞軍
running	一連
runoff	徑流
runway	跑道
rupee	盧比
rupture	決裂
rural	鄉下
ruse	計
rush	著忙
rushed	急拍拍
rushes	蓐
rushing	急促
russia	俄羅斯
russiachina	俄中
russian	俄
rust	生鏽
rustic	鄉村
rustle	蕭瑟
rustling	瑟瑟
rut	异
rutaceae	蕓香
ruthless	無情
rwanda	盧旺達
rye	呵護
rythmical	跌盪
saab	薩博
saarland	薩爾
sabbath	主日
sable	黑貂
sabotage	搗毀
saboteur	顛覆份子
saccade	眼跳動
saccharin	糖精
sachet	小包
sack	大袋子
sackcloth	麻布
sacrament	聖餐
sacred	神聖
sacrifice	賤賣
sacrifices	祭物
sacrilege	褻瀆神明
sad	不開心
saddam	薩達姆
saddle	座子
sadducees	撒都該人
sadness	悲
safe	平安
safeguard	保證
safeguards	保障監督
safelight	安全燈
safely	安然
safety	安全
sag	生勾勾
sagacious	明智
sage	聯合報
sagging	下垂
sago	西米
sahara	撒哈拉
saigon	胡志明市
sail	風帆
sailboat	帆船
sailcloth	帆布
sailing	航海
sailor	水手
saint	活菩薩
sake	日本米酒
sakura	櫻花
salad	色拉
salamander	蠑螈
salary	工錢
sale	出售
sales	營收
salesclerk	店員
salesperson	推銷員
salience	燽
saliva	口水
sallow	焦黃
salmon	三文魚
salmonella	沙門氏菌
salon	沙龍
salt	鹽
salted	腌漬
saltpeter	硝石
salty	鹹
salute	行禮
salvage	打撈
salvation	救世
salvo	禮炮
salzburg	薩爾茨堡
sam	尼日爾
same	一樣
samoa	薩摩亞
sampan	舢
sample	樣本
sampling	採樣
samurai	武士
sanctification	聖化
sanctify	聖化
sanctimonious	道貌岸然
sanctity	尊嚴
sand	沙子
sandal	涼鞋
sandals	屨
sandalwood	栴
sandbank	汀
sandbox	沙坑
sanddune	沙地
sandfly	蠓
sandlot	沙地
sandpiper	鷸
sandpit	沙場
sandstone	沙岩
sandstorm	沙塵暴
sandwich	三明治
sane	頭腦清楚
sang	生硬
sanitation	公共衛生
sanmenxia	三門峽市
sanskrit	梵文
sap	小鴨
sapindales	無患子
sapphire	藍寶石
sarcasm	冷言冷語
sarcastic	帶刺
sardine	沙丁魚
sarin	沙林
sars	非典
sash	飾帶
sashimi	生魚片
sat	星期六
satan	撒但
satchel	書包
satellite	人造衛星
satin	綢緞
satire	諷刺
satirize	諷刺
satisfactory	稱心
satisfied	樂意
satisfy	滿意
satisfying	過癮
saturate	飽和
saturation	飽和
saturday	星期六
saturn	土星
sauce	調味汁
saucepan	平底鍋
saucer	小碟子
saucy	俏皮
saul	聯合出版集團
sauna	桑拿
sausage	香腸
saute	炒
savage	兇狂
savanna	大草原
save	節約
saveloy	紅腸
saving	節省
savings	積蓄
savior	救主
saw	聯合國
sawdust	鋸末
sawtooth	鋸齒
sax	薩克
saxon	薩克遜
saxony	薩克森
saxophone	色士風
say	說話
saying	名言
scab	結痂
scabbard	鞘
scabby	鬎
scabies	癩皮病
scaffold	斷頭台
scaffolding	腳手架
scalable	延展
scald	燙傷
scaldhead	瘌
scale	比例
scaler	定標器
scales	秤
scallion	蔥
scalp	頭皮
scamper	疾走
scan	細看
scandal	醜事
scandinavia	北歐
scanner	掃描器
scansion	音步
scanty	微薄
scapula	肩胛骨
scar	結疤
scarce	緊張
scarcely	幾乎沒有
scarcity	缺乏
scare	驚嚇
scarecrow	稻草人
scarf	頭巾
scarlet	深紅色
scathing	騰騰
scatter	分散
scatterbrain	馬大哈
scatterbrained	著三不著兩
scattered	零落
scattering	散射
scenario	場景
scenarist	編劇
scenaristdirector	編導
scene	情景
scenery	風景
scent	氣味
scented	香
scepter	權杖
sceptical	質疑
schadenfreude	幸災樂禍
schedule	時間表
scheelite	白鎢礦
schema	示意圖
scheme	計劃
schistosoma	血吸蟲
schistosomiasis	血吸蟲病
schizo	裂殖
schizophrenia	精神分裂
schmitt	史密特
scholar	大方
scholarly	飽學
scholarship	學海
school	學校
schoolbag	書包
schoolboy	學童
schoolchild	小學生
schoolgirl	女學生
schoolmate	同學
schoolwork	學業
schooner	大篷車
schumacher	舒馬赫
schwarzwald	黑森林
schweinhund	豬狗
science	學術
scientific	科學
scientist	科學家
scintillator	閃爍體
scissors	剪刀
scissorscut	剪紙
scoff	嘲笑
scold	責罵
scoop	勺子
scooter	機車
scope	眼界
scorch	燒焦
scorched	糊
scorching	炎炎
score	得分
scorn	輕視
scornful	輕視
scorpion	蠍子
scotland	蘇格蘭
scoundrel	大壞蛋
scour	擦洗
scourge	災害
scout	偵破
scowl	做鬼臉
scramble	擾亂
scrap	報廢
scrapbook	剪貼簿
scrape	刮掉
scraps	料頭
scratch	抓傷
scrawl	塗鴨
scream	呼嘯
scree	碎石坡
screech	尖叫
screen	布幕
screenplay	電影劇本
screenwriter	編劇
screw	螺絲
screwdriver	改錐
scribble	塗鴨
scribe	史官
script	文字
scripture	經文
scriptures	經文
scrofula	癙
scroll	書卷
scrotum	陰囊
scrub	灌木叢
scruple	顧忌
scrupulous	心細
scsi	所澤市
scuffle	打架
sculptor	彫刻家
sculpture	雕像
scurry	疾走
scythe	大鐮刀
sdh	水定行
sea	大海
seabed	海底
seaboard	海岸線
seacoast	海岸
seafarer	航海家
seafloor	海底
seafood	海鮮
seagull	海鷗
seal	打印
sealed	密閉
seam	接縫
seaman	水手
seamless	無縫
seamonster	鯤
seaplane	水上飛機
search	追尋
searchlight	探照燈
seaserpent	蜃
seashore	水邊
seasick	暈船
seaside	海邊
season	時節
seasonal	季節性
seasoned	老練
seasoning	作料
seat	位子
seatmate	同桌
seawall	防波堤
seawater	海水
seaweed	海藻
secant	割線
secluded	幽
second	其二
secondary	次要
secondhand	二手貨
secondly	其次
secondrate	二等
seconds	次品
secrecy	保密性
secret	不為人知
secretariat	文書
secretary	文書
secretarygeneral	總幹事
secrete	分泌
secretive	鬼鬼祟祟
secretly	暗自
sect	教派
section	章節
sectism	宗派主義
sector	環節
secular	世俗
secure	安全
security	安全
sedan	欙
sedative	鎮靜藥
sedges	蒱
sediment	積物
seduce	引誘
seduction	姦淫
seductive	妖媚
see	長沙灣
seed	子粒
seedling	栽子
seeds	籽
seek	求索
seem	好像
seemingly	似乎
seen	長沙灣
seep	長沙灣邨
seepage	滲漏
seer	先見者
seesaw	蹺蹺板
seethe	起泡沫
segment	部分
segmentation	區隔
seine	塞納河
seismologist	地震學家
seismology	地震學
seismometer	地震儀
seize	把握
seizure	疾病突發
seldom	不常
select	選出
selector	選舉人
self	自我
selfanalysis	剖析
selfassessment	自報公議
selfcomposed	泰然
selfconfidence	自信心
selfcontrol	克制
selfcriticism	檢討
selfcultivation	修養
selfdefense	自衛
selfdetermination	民族自決
selfdiscipline	磨練
selfemployed	個體戶
selfesteem	自我評價
selfimmolation	自焚
selfish	自私
selfishness	自私
selfless	無私
selflessness	忘我
selfpossessed	內涵
selfregulation	自律
selfreliant	自給
selfrespect	面子
selfrestraint	涵養
selfsatisfied	自滿
selfseeking	唯利是圖
selfstudy	自學
selfsufficiency	自給自足
sell	出售
seller	賣方
semantic	語意
semantics	語義學
semaphore	旗語
semblance	外衣
semen	長洲西灣
semester	學期
semi	已沒可能
semiautomatic	半自動
semicircle	半圓
semicircular	半圓形
semicolonial	半殖民地
semiconductor	半導體
semiemployed	半失業
semifeudal	半封建
semifinals	四強
semifluid	半流體
semiliterate	半文盲
seminar	研討會
seminary	神學院
semiochemical	化學信息素
semiofficial	半官方
semiovert	半公開
semiskilled	半熟練
semitone	半音
semitransparent	半透明
senate	元老院
senator	參議員
send	發送
sender	寄件人
senegal	塞內加爾
senile	老態龍鐘
senior	年長
seniority	資歷
sensation	感情
sensational	知覺
sensationalism	嘩眾取寵
sense	道理
senseless	無知覺
sensibility	感性
sensible	正當
sensitive	應激性
sensitivity	敏感性
sensor	傳感器
sensual	情欲
sentence	語句
sentencemaking	造句
sentiment	情緒
sentimental	情緒化
sentinel	步哨
sentry	步哨
seoul	首爾
sepal	花萼
separate	分開
separated	睽
separately	分別
separations	分立
separatism	分離主義
separatist	分離份子
september	九月
septic	化膿性
septicaemia	敗血症
sepulcher	墳墓
sequel	續書
sequence	次第
sequester	封存
serac	冰塔
serbia	塞爾維亞
serbian	塞
serbs	塞族
serenade	小夜曲
serene	平靜
serenity	寧靜
serf	農奴
serge	毛嗶嘰
sergeant	軍士
serial	一連串
serialized	連載
series	系列
serious	當真
seriously	鄭重其事
seriousness	嚴重性
sermon	訓誡
serpent	蛇
